film_id,title,year,person_id,person_name,role,characters
ARQS,Itlu Sravani Subramanyam,2001,puri-jagannath,Puri Jagannath,director,
ARQU,Jabili,2001,s-v-krishna-reddy,S.V. Krishna Reddy,director,
BHOE,Jackpot,2001,kasinath,Kasinath,director,
ARRK,Kalisi Naduddham,2001,kodi-ramakrishna,Kodi Ramakrishna,director,
BDEW,Khaki Chokka,2001,fight-master-vicky,Fight Master Vicky,director,
ARRV,Kushi,2001,s-j-surya,S.J. Surya,director,
BEOA,Little Hearts,2001,i-srikanth,I. Srikanth,director,
BFIX,Love,2001,ravi-chavali,Ravi Chavali,director,
ARSN,Loyola College,2001,rajendra-kumar,Rajendra Kumar,director,
ARSO,Maa Aavida Meda Ottu Mee Avida Chala Manchidi,2001,e-v-v-satyanarayana,E.V.V. Satyanarayana,director,
BGUQ,Maa Aayana Sundarayya,2001,haribabu,Haribabu,director,
BGNG,Mafia Don,2001,c-sundar,C. Sundar,director,
BGZE,Malli Inkokkasari,2001,d-v-sahadeva-reddy,D.V. Sahadeva Reddy,director,
ARSW,Manasantha Nuvve,2001,v-n-aditya,V.N. Aditya,director,
BJKW,Moodu Simhalu,2001,s-s-david,S.S. David,director,
ARTO,Mruga Raju,2001,k-gunasekhar,K. Gunasekhar,director,
ARTQ,Murari,2001,krishna-vamsi,Krishna Vamsi,director,
BEST,Muthyam,2001,p-s-vasan,P.S. Vasan,director,
BJDF,Naa Manasistha Raa,2001,r-r-shinde,R.R. Shinde,director,
BESF,Naalo Unna Prema,2001,vankineni-ratna-pratap,Vankineni Ratna Pratap,director,
ARUB,Narasimha Naidu,2001,b-gopal,B. Gopal,director,
BFPN,Narasimhudu,2001,k-s-ravi-kumar,K.S. Ravi Kumar,director,
BDHV,Navvuthu Bathakalira,2001,kodi-ramakrishna,Kodi Ramakrishna,director,
BJBW,Neethone Nenu,2001,c-sundar,C. Sundar,director,
BFHB,Ninne Premincha,2001,m-k-chowdary,M.K. Chowdary,director,
ARUI,Ninnu Chudalani,2001,vankineni-ratna-pratap,Vankineni Ratna Pratap,director,
ARUJ,Nuvvu Naaku Nachav,2001,k-vijaya-bhaskar,K. Vijaya Bhaskar,director,
BFFD,Nuvvu Nadhanive,2001,megoti-sanjeev-kumar,Megoti Sanjeev Kumar,director,
ARUK,Nuvvu Nenu,2001,teja,Teja,director,
BJCV,Okka Kshanam,2001,s-kumar,S. Kumar,director,
ARUR,Orey Thammudu,2001,sai-balaji,Sai Balaji,director,
BFMP,Pandanti Samsaram,2001,krishna-ghattamaneni,Krishna Ghattamaneni,director,
BGTJ,Paravasam,2001,k-balachandar,K. Balachandar,director,
BFWK,Paruvam,2001,p-n-srinivasan,P.N. Srinivasan,director,
BEDW,Pedda Papa,2001,s-p-shankar,S.P. Shankar,director,
BEJN,Pillalu Thechina Annala Rajyam,2001,c-h-m-krishna,C.H.M. Krishna,director,
BJYB,Police Ante Veedera,2001,s-a-chandrasekhar,S.A. Chandrasekhar,director,
BIFP,Police Attack,2001,saleem-baba,Saleem Baba,director,
BHII,Police Fighter,2001,sivamani,Sivamani,director,
ARVE,Prema Sandhadi,2001,p-a-arun-prasad,P.A. Arun Prasad,director,
BIMC,Prema Silpi,2001,ramesh-das,Ramesh Das,director,
ARVG,Prematho Raa,2001,uday-shankar,Uday Shankar,director,
ARVH,Preminchu,2001,boina-subbarao,Boina Subbarao,director,
BHSG,Preyasi Nannu Preminchu,2001,s-elil,S. Elil,director,
ARVI,Priyamaina Neeku,2001,balasekharan,Balasekharan,director,
BGTM,Raa,2001,k-s-nageswara-rao,K.S. Nageswara Rao,director,
ARVT,Ramma Chilakamma,2001,thammareddy-bharathwaja,Thammareddy Bharathwaja,director,
BFUH,Rangamma,2001,a-t-joy,A.T. Joy,director,
BFMJ,Ranganayaki,2001,siva-shankar,Siva Shankar,director,
BGPO,Rathidevi,2001,r-j-prasad,R.J. Prasad,director,
BDMY,Rathriki Velayera,2001,s-p-shankar,S.P. Shankar,director,
BFGW,Rave Naa Cheliya,2001,p-kishore-kumar,P. Kishore Kumar,director,
BIAG,Rayalaseema Reddanna,2001,k-s-ravi-kumar,K.S. Ravi Kumar,director,
ARVZ,Repallelo Radha,2001,sarath,Sarath,director,
BFDQ,Rowdi Simhalu,2001,j-g-krishna,J.G. Krishna,director,
BFBZ,Rupayi,2001,bharathi-srinivas,Bharathi Srinivas,director,
BHUY,S P Jayasimha,2001,shaji-kailash,Shaji Kailash,director,
BIEP,Salute,2001,p-tirupathi-swamy,P. Tirupathi Swamy,director,
ARWF,Sampangi,2001,saana-yadhireddy,Saana Yadhireddy,director,
BKAQ,Shankar,2001,prabhath-khanna,Prabhath Khanna,director,
ARWS,Siddhu,2001,k-s-nageswara-rao,K.S. Nageswara Rao,director,
ARWV,Simha Raasi,2001,v-samudra,V. Samudra,director,
ASKY,Sivani,2001,suresh-varma,Suresh Varma,director,
BKAV,Sivudu,2001,gosangi-subbarao,Gosangi Subbarao,director,
BKAW,Sneham,2001,priyadarshan,Priyadarshan,director,
ARWX,Snehamante Idhera,2001,balasekharan,Balasekharan,director,
BICD,Snehithuda,2001,k-s-nageswara-rao,K.S. Nageswara Rao,director,
BFWF,Soori,2001,editor-shankar,Editor Shankar,director,
BGPS,Sorry Aunty,2001,natti-kumar,Natti Kumar,director,
BDOU,Sparsha,2001,sunil-kumar-desai,Sunil Kumar Desai,director,
ARXA,Sri Manjunatha,2001,k-raghavendra-rao,K. Raghavendra Rao,director,
ARXB,Sri Raja Rajeswari,2001,bharathi-kannan-p-s,Bharathi Kannan P.S.,director,
ARXD,Student No. 1,2001,s-s-rajamouli,S.S. Rajamouli,director,
ARXF,Subbu,2001,suresh-varma,Suresh Varma,director,
BJID,Subhakaaryam,2001,raviraja-pinisetty,Raviraja Pinisetty,director,
ARXG,Subhasissulu,2001,m-nagarjuna-reddy,M. Nagarjuna Reddy,director,
BFCI,Sundarangula Gudaram,2001,ramesh-das,Ramesh Das,director,
BJNX,Swarnam,2001,c-h-venkat,C.H. Venkat,director,
ARXO,Thank You Subba Rao,2001,e-v-v-satyanarayana,E.V.V. Satyanarayana,director,
BIFS,Thara,2001,d-maniraj,D. Maniraj,director,
ARXU,Tholi Valapu,2001,muthyala-subbaiah,Muthyala Subbaiah,director,
BGUK,Time Pass,2001,janardhan-maharshi,Janardhan Maharshi,director,
BGZS,To Ladies and Gentleman,2001,arjun-sarja,Arjun Sarja,director,
BJED,Vandemataram,2001,n-om-prakash-rao,N. Om Prakash Rao,director,
ARYE,Vechivunta,2001,murthy-sriram,Murthy Sriram,director,
ARYF,Veedekkadi Mogudandi,2001,e-v-v-satyanarayana,E.V.V. Satyanarayana,director,
BDIZ,Veera Puthrudu,2001,jackie-chan,Jackie Chan,director,
BIHZ,Wife,2001,ravipalli-rambabu,Ravipalli Rambabu,director,
BJFE,Yuva Raktham,2001,janaki-soundar,Janaki Soundar,director,
BDWM,1 2 3,2002,k-subhash,K. Subhash,director,
BEUJ,2 Much,2002,k-veeru,K. Veeru,director,
CPFB,123,2002,k-subhash,K. Subhash,director,
ARYV,Aadhi,2002,v-v-vinayak,V.V. Vinayak,director,
ARYW,Aaduthu Paaduthu,2002,devi-prasad,Devi Prasad,director,
BEYD,Aahuthi,2002,y-sainivas,Y. Sainivas,director,
BILW,Action No 1,2002,sagar,Sagar,director,
ARZF,Adhrustam,2002,sekhar-suri,Sekhar Suri,director,
BGCS,Allari,2002,t-ravi-babu,T. Ravi Babu,director,
ARZK,Allari Ramudu,2002,b-gopal,B. Gopal,director,
BEZJ,Ammoru Thalli,2002,ramanarayanan,Ramanarayanan,director,
BEVY,Amrutha,2002,mani-ratnam,Mani Ratnam,director,
BDOB,Anveshana,2002,sagar,Sagar,director,
ARZT,Apuroopam,2002,sai-ravi,Sai Ravi,director,
ARZW,Avunu Valliddaru Ista Paddaru,2002,vamsi-dir,Vamsi (Dir),director,
ARZZ,Baba,2002,suresh-krishna,Suresh Krishna,director,
BFFK,Bejavada Police Station,2002,chimakurthi-haribabu,Chimakurthi Haribabu,director,
ASAH,Bharatha Simha Reddy,2002,surya-prakash,Surya Prakash,director,
BEFI,Bhupathi Naidu,2002,eswar,Eswar,director,
BFRH,Black Hawk Down,2002,ridley-scott,Ridley Scott,director,
ASAL,Bobby,2002,sobhan,Sobhan,director,
BIGQ,Bombay Bar,2002,madhur-bhandarkar,Madhur Bhandarkar,director,
BERW,Brahmachari,2002,mouli,Mouli,director,
BEAR,Cash,2002,ravi-chavali,Ravi Chavali,director,
BIKS,Chakkani Chukka,2002,kamal,Kamal,director,
BIRG,Chandravamsam,2002,v-umakanth,V. Umakanth,director,
BJAV,Cheliya Cheliya Chiru Kopama,2002,k-sai-shyam,K. Sai Shyam,director,
ASAT,Chenna Kesava Reddy,2002,v-v-vinayak,V.V. Vinayak,director,
ASAW,O Chinadana,2002,e-sathibabu,E. Sathibabu,director,
BHOK,Chocolate,2002,a-venkatesh,A. Venkatesh,director,
BFKH,Coolie,2002,a-vijay,A. Vijay,director,
BESD,Devi Nagamma,2002,alahari,Alahari,director,
BELN,Dhanalakshmi I Love You,2002,k-siva-nageswara-rao,K. Siva Nageswara Rao,director,
ASBY,Dreams,2002,k-balaji,K. Balaji,director,
BILG,Dubai,2002,joshi,Joshi,director,
BFBW,Entha Bavundho,2002,thammareddy-bharathwaja,Thammareddy Bharathwaja,director,
ASCD,Eswar,2002,jayanth-c-paranji,Jayanth C. Paranji,director,
ASCP,Friends,2002,bandi-ramesh,Bandi Ramesh,director,
BEBP,Gemini,2002,saran,Saran,director,
ASCX,Girl Friend,2002,g-nageswara-reddy,G. Nageswara Reddy,director,
BDKW,Goonda,2002,j-g-krishna,J.G. Krishna,director,
ASDB,Hai,2002,e-v-v-satyanarayana,E.V.V. Satyanarayana,director,
ASDF,Holi,2002,nidhi-prasad-s-v-n-vara-prasad,Nidhi Prasad (S.V.N. Vara Prasad),director,
AEUG,Hrudayanjali,2002,a-raghurami-reddy,A. Raghurami Reddy,director,
BHCV,I Love U Raa,2002,c-rajadurai,C. Rajadurai,director,
ASDL,Idiot,2002,puri-jagannath,Puri Jagannath,director,
ASDN,Indra,2002,gopal-b,Gopal B.,director,
BIAJ,Inspector Vikram,2002,j-j-prakash-rao,J.J. Prakash Rao,director,
BFNS,Jalsa,2002,c-h-venkat,C.H. Venkat,director,
BGFA,Janam,2002,ayyappa-p-sharma,Ayyappa P. Sharma,director,
BILV,Janda,2002,kodi-ramakrishna,Kodi Ramakrishna,director,
BJLN,Jathiya Pathakam,2002,arjun-sarja,Arjun Sarja,director,
ASDV,Jayam,2002,teja,Teja,director,
ASDY,Joruga Husharuga,2002,chandra-mahesh,Chandra Mahesh,director,
BHWM,June July,2002,majji-krishna-prasad,Majji Krishna Prasad,director,
ASEH,Kalalukandham Raa,2002,kolli-bapireddy,Kolli Bapireddy,director,
ASEI,Kalusukovalani,2002,r-raghu-raj,R. Raghu Raj,director,
ASEP,Kanulu Musinaa Neevaye,2002,manjula-naidu,Manjula Naidu,director,
BFML,Kapala Dweepam,2002,ringo-lam,Ringo Lam,director,
ASEW,Khadgam,2002,krishna-vamsi,Krishna Vamsi,director,
BENF,Khaidhi Brothers,2002,sagar,Sagar,director,
BHKP,Killer Jhansi,2002,rajan,Rajan,director,
ASFA,Kondaveeti Simhasanam,2002,dasari-narayana-rao,Dasari Narayana Rao,director,
BDFD,Kubusam,2002,dr-l-srinath,Dr L. Srinath,director,
BIIG,Kuchi Kuchi Kunamma,2002,ashok-kumar-agarwal,Ashok Kumar Agarwal,director,
ARSF,Lady Bachelors,2002,r-udaykanth,R. Udaykanth,director,
ASFI,Lagna Pathrika,2002,n-v-subbaraju,N.V. Subbaraju,director,
ASFJ,Lahiri Lahiri Lahirilo,2002,y-v-s-chowdary,Y.V.S. Chowdary,director,
BIXV,Law and Order,2002,sivamani,Sivamani,director,
BJVP,Madhuram,2002,rafi,Rafi,director,
BFBJ,Maha Chandi,2002,bharathi-kannan-p-s,Bharathi Kannan P.S.,director,
BFRT,Majnu,2002,ravichandran,Ravichandran,director,
ASGB,Malli Malli Chudali,2002,pavans-sridhar,Pavans Sridhar,director,
BIFQ,Manamiddaram,2002,gosangi-subbarao,Gosangi Subbarao,director,
ASGE,Manasu Thelusuko,2002,y-v-ram,Y.V. Ram,director,
BDWE,Manasundhi Raa,2002,neelambar,Neelambar,director,
BJKO,Manasunte Chalu,2002,jonnalagadda-srinivasa-rao,Jonnalagadda Srinivasa Rao,director,
ASGG,Manasutho,2002,a-s-ravi-kumar-chowdary,A.S. Ravi Kumar Chowdary,director,
CPNM,Mandaram,2002,polur-ghatikachalam,Polur Ghatikachalam,director,
BIRX,Mandharam,2002,poluri-ghatikachalam,Poluri Ghatikachalam,director,
ASGJ,Manmadhudu,2002,k-vijaya-bhaskar,K. Vijaya Bhaskar,director,
BICE,Manthra Shakthi,2002,mummy-century,Mummy Century,director,
BJWG,Mass,2002,arun-pandian,Arun Pandian,director,
BIWT,Mee Kosam,2002,vallabaneni-janardhan,Vallabaneni Janardhan,director,
BGEY,Mounamelanoyi,2002,shyam-prasad,Shyam Prasad,director,
AUPM,Muddu,2002,g-venkata-ramana-reddy,G. Venkata Ramana Reddy,director,
BERC,Naga Pratista,2002,l-sanjeeva-rao,L. Sanjeeva Rao,director,
BJCP,Nanda,2002,senthil-kumar,Senthil Kumar,director,
CPOL,Nandhi,2002,d-rajendra-babu,D. Rajendra Babu,director,
BIID,Narahari,2002,thriller-manju,Thriller Manju,director,
BEDG,Nee Premakai,2002,muppalaneni-siva-prasad,Muppalaneni Siva Prasad,director,
BIFN,Nee Sneham,2002,paruchuri-murali,Paruchuri Murali,director,
ASHT,Nee Thodu Kavali,2002,bheemaneni-srinivasa-rao,Bheemaneni Srinivasa Rao,director,
BEQY,Nee Vente Nennunta,2002,s-srinivasa-reddy,S. Srinivasa Reddy,director,
BHAR,Neelambari,2002,surya,Surya,director,
ASHS,Neetho,2002,john,John,director,
ASHV,Neetho Cheppalani,2002,b-satya-naidu,B. Satya Naidu,director,
BFBD,Neethone Untanu,2002,t-prabhakar,T. Prabhakar,director,
ASHU,Nenu Ninnu Premistunnanu,2002,g-hari-babu,G. Hari Babu,director,
BGVX,Ninne Cherukuntaa,2002,mourya,Mourya,director,
BJLY,Ninnu Chudaka Nenundalenu,2002,r-srinivas,R. Srinivas,director,
CPOT,Ninu Choodaka Nenundalenu,2002,r-srinivas,R. Srinivas,director,
CPOV,Nuvve nenu nene nuvvu,2002,darapaneni-padmanaba-rao,Darapaneni Padmanaba Rao,director,
ASIA,Nuvve Nuvve,2002,trivikram-srinivas,Trivikram Srinivas,director,
BDRI,Nuvvu Chusthe Chalu,2002,murali-krishna,Murali Krishna,director,
ASIB,Nuvvu Leka Nenu Lenu,2002,yanamadala-kasi-vishwanath,Yanamadala Kasi Vishwanath,director,
BHDU,Nuvvunte Chalu,2002,dhonthireddy-achutha-reddy,Dhonthireddy Achutha Reddy,director,
CPOY,Okato Number Kurraadu,2002,kodanda-rami-reddy-a,Kodanda Rami Reddy A.,director,
BFAY,Okato Number Kurradu,2002,a-kodandarami-reddy,A. Kodandarami Reddy,director,
BJJS,Padma,2002,g-hari-babu,G. Hari Babu,director,
BETL,Panchatantram,2002,k-s-ravi-kumar,K.S. Ravi Kumar,director,
BESB,Pandava Samrajyam,2002,shaji-kailash,Shaji Kailash,director,
ASIN,Parasuram,2002,a-mohan-gandhi,A. Mohan Gandhi,director,
BHPY,Pattuko,2002,baby,Baby,director,
BGQG,Peoples Bharathakka,2002,kore-ravibabu,Kore Ravibabu,director,
BHSM,Picnic,2002,c-h-venkat,C.H. Venkat,director,
ASWW,Pilisthe Palukutha,2002,kodi-ramakrishna,Kodi Ramakrishna,director,
ASIU,Police Sisters,2002,vicky,Vicky,director,
BHEO,Prapancha Veerudu 007,2002,lee-tamahori,Lee Tamahori,director,
BFSJ,Pratyusha,2002,nagendra,Nagendra,director,
ASXE,Prema Donga,2002,a-mohan-gandhi,A. Mohan Gandhi,director,
BFZB,Prema Sakshiga,2002,v-sri-jyothi-kumar,V. Sri Jyothi Kumar,director,
CPPL,Premaku Swagatam,2002,s-v-krishna-reddy,S.V. Krishna Reddy,director,
BFRV,Premaku Swagatham,2002,s-v-krishna-reddy,S.V. Krishna Reddy,director,
ASXF,Premalo Pavani Kalyan,2002,poluri-ghatikachalam,Poluri Ghatikachalam,director,
BJMP,Premante,2002,b-v-ramana-reddy,B.V. Ramana Reddy,director,
BJIH,Premante Telusa Neeku,2002,m-amarnath-gupta,M. Amarnath Gupta,director,
BHGF,Prithvi Narayana,2002,p-vasu,P. Vasu,director,
BEXZ,Priya Nesthama,2002,r-ganapathi,R. Ganapathi,director,
CPPP,Prudhvi Narayana,2002,p-vasu,P. Vasu,director,
BDWP,Queen Mumtaj,2002,inayath,Inayath,director,
BIWR,Raghava,2002,y-nageshwara-rao,Y. Nageshwara Rao,director,
BJZL,Rahasyam,2002,vikram-bhatt,Vikram Bhatt,director,
ASJL,Ramana,2002,k-siva-nageswara-rao,K. Siva Nageswara Rao,director,
BDUY,Ramanaidu,2002,uday-shankar,Uday Shankar,director,
BEUP,Red,2002,ram-satya,Ram Satya,director,
BGFU,Rendu Gundela Chappudu,2002,magunta-dayakar,Magunta Dayakar,director,
ASJQ,Rifles,2002,narayana-rao-dasari,Narayana Rao Dasari,director,
BGKK,Roja Poolu,2002,sasi,Sasi,director,
ASJY,Sahasa Baludu Vichitra Kothi,2002,krishna-reddy,Krishna Reddy,director,
ASKC,Sandade Sandadi,2002,muppalaneni-siva-prasad,Muppalaneni Siva Prasad,director,
ASKE,Santosham,2002,k-dhasarath,K. Dhasarath,director,
BFQY,Security Officer,2002,manoj-kumar,Manoj Kumar,director,
ASKK,Seema Simham,2002,ramprasad-gottimukkala,Ramprasad Gottimukkala,director,
BGQC,Senadhipathi,2002,k-madhu,K. Madhu,director,
BHPR,Seshu,2002,jeevita-rajasekhar,Jeevita Rajasekhar,director,
ASKS,Show,2002,g-neelakanta-reddy,G. Neelakanta Reddy,director,
ASKW,Sivaramaraju,2002,v-samudra,V. Samudra,director,
ASLG,Sontham,2002,srinu-vaitla,Srinu Vaitla,director,
ASLI,Sriram,2002,v-n-aditya,V.N. Aditya,director,
BIOF,Stupid,2002,n-chandrasekhar,N. Chandrasekhar,director,
ASLS,Takkari Donga,2002,jayanth-c-paranji,Jayanth C. Paranji,director,
ASLT,Tappu Chesi Pappu Koodu,2002,a-kodandarami-reddy,A. Kodandarami Reddy,director,
BIQD,TharaShashanka,2002,c-v-r-k-giridhar,C.V.R.K. Giridhar,director,
BIDQ,Thella Gulabi,2002,c-h-venkat,C.H. Venkat,director,
ASYC,Thiladanam,2002,k-n-t-sastry,K.N.T. Sastry,director,
ATAH,Thottigang,2002,e-v-v-satyanarayana,E.V.V. Satyanarayana,director,
BGNM,Trinetram,2002,kodi-ramakrishna,Kodi Ramakrishna,director,
BJGV,Vachina Vadu Suryudu,2002,mandava-gopala-krishna,Mandava Gopala Krishna,director,
ASMK,Vasu,2002,a-karunakaran,A. Karunakaran,director,
ASMM,Vendi Mabbulu,2002,aditya-kumar,Aditya Kumar,director,
BHCI,Vishwa Vijethalu,2002,barry-sonnenfeld,Barry Sonnenfeld,director,
BIGE,Vooru Manadiraa,2002,r-narayana-murthy,R. Narayana Murthy,director,
BGRL,XXX,2002,rob-cohen,Rob Cohen,director,
CPST,Yuva Ratna,2002,narayana-rao-uppalapati,Narayana Rao Uppalapati,director,
BHXS,Yuvarathna,2002,uppalapati-narayana-rao,Uppalapati Narayana Rao,director,
BJJT,12va Anthasthu,2003,ram-gopal-varma,Ram Gopal Varma,director,
ASNI,Aadanthe Adho Type,2003,e-v-v-satyanarayana,E.V.V. Satyanarayana,director,
CPTP,Abhimanyu,2003,mallikarjuna,Mallikarjuna,director,
BIDY,Abimanyu,2003,a-mallikarjun,A. Mallikarjun,director,
BIXC,Agent No 1,2003,john-woo,John Woo,director,
ASNP,Aithe,2003,chandrasekhar-yeleti,Chandrasekhar Yeleti,director,
BHIX,Ajay,2003,k-bhagyaraj,K. Bhagyaraj,director,
ASNT,Amma Nanna O Tamil Ammai,2003,puri-jagannath,Puri Jagannath,director,
BGOR,Ammayilu Abbailu,2003,t-ravi-babu,T. Ravi Babu,director,
ASNV,Ammulu,2003,l-srinath,L. Srinath,director,
CPTX,Anaganaga O Kurraadu,2003,l-p-ramarao,L.P. Ramarao,director,
BHMR,Anaganaga O Kurradu,2003,l-p-ramarao,L.P. Ramarao,director,
BEOL,Antha Oka Maya,2003,d-rangarao,D. Rangarao,director,
ASOB,Appudappudu,2003,chandra-siddhartha,Chandra Siddhartha,director,
ASOE,Arya,2003,manan-katohora,Manan Katohora,director,
ASOF,Avuna,2003,c-umamaheswara-rao,C. Umamaheswara Rao,director,
ASOH,Ayudham,2003,n-shankar,N. Shankar,director,
BEUE,Back Pocket,2003,sridhar-beecharaju,Sridhar Beecharaju,director,
BITM,Basthi Me Sawal,2003,ram-laxman-fights,Ram-Laxman (Fights),director,
BGSX,Bheemudu,2003,davala-satyam,Davala Satyam,director,
BFBQ,Bhulokamlo Rambha Urvasi Menaka,2003,arjun,Arjun,director,
BICF,Boys,2003,s-shankar,S. Shankar,director,
BIUO,Brahmacharulu,2003,ravi-chavali,Ravi Chavali,director,
ASPI,Chantigadu,2003,b-jaya,B. Jaya,director,
BDYG,Charminar,2003,v-v-sagar,V.V. Sagar,director,
BHKX,City,2003,subhash-ambati,Subhash Ambati,director,
BGUN,Criminal,2003,k-s-ravi-kumar,K.S. Ravi Kumar,director,
BFMT,Dhairyavanthudu,2003,mark-steven-johnson,Mark Steven Johnson,director,
ASPY,Dhanush,2003,nallamethu-srinivasa-rao,Nallamethu Srinivasa Rao,director,
ASPX,Dhum,2003,raju-voopati,Raju Voopati,director,
ASQD,Dil,2003,v-v-vinayak,V.V. Vinayak,director,
ASQF,Donga Ramudu and Party,2003,vamsi-dir,Vamsi (Dir),director,
BJSW,Dongodu,2003,bheemaneni-srinivasa-rao,Bheemaneni Srinivasa Rao,director,
ASQH,Ee Abbai Chala Manchodu,2003,agasthiyan,Agasthiyan,director,
ASQM,Ela Cheppanu,2003,b-v-ramana,B.V. Ramana,director,
ASQR,Evare Athagaadu,2003,p-bhanu-shankar,P. Bhanu Shankar,director,
ASQT,Fools,2003,dasari-narayana-rao,Dasari Narayana Rao,director,
ASQZ,Gangotri,2003,k-raghavendra-rao,K. Raghavendra Rao,director,
BIVF,Gharana Dongalu,2003,gerard-pires,Gerard Pires,director,
BJTK,Goa,2003,p-kishore-kumar,P. Kishore Kumar,director,
ASRE,Golmal,2003,p-n-ramachandra-rao,P.N. Ramachandra Rao,director,
BHZJ,Gudachari No 1,2003,ilan-kannan,Ilan Kannan,director,
BDTJ,H2O,2003,n-lokanath,N. Lokanath,director,
BDTJ,H2O,2003,rajaram,Rajaram,director,
BDHE,Hanthakuraalu,2003,vallabaneni-janardhan,Vallabaneni Janardhan,director,
ASRK,Harivillu,2003,b-narasinga-rao,B. Narasinga Rao,director,
BDFG,Hero No 1,2003,m-s-ramesh,M.S. Ramesh,director,
BEDI,Hitech Students,2003,prabhakar-rao-annabathini,Prabhakar Rao Annabathini,director,
BFHN,Hollywood,2003,dinesh-babu,Dinesh Babu,director,
BEMA,Idhi Maa Ashokgaadi Love Story,2003,suresh-krishna,Suresh Krishna,director,
ASRY,Indiramma,2003,ammineni-madhava-sai,Ammineni Madhava Sai,director,
BJHT,Inspector,2003,k-s-nageswara-rao,K.S. Nageswara Rao,director,
BGMU,Ishtapadi,2003,chandra-mahesh,Chandra Mahesh,director,
BEAS,Jagath Kiladi,2003,cory-yuen,Cory Yuen,director,
BFSW,Janaki Weds Sreeram,2003,anji-srinu-srinu-yarajala,Anji Srinu (Srinu Yarajala),director,
ASSH,Je Je,2003,charan,Charan,director,
BHTY,Jeeva,2003,thriller-manju,Thriller Manju,director,
BHFX,Jindabadh,2003,thota-krishna,Thota Krishna,director,
BESH,Jodi No 1,2003,prathani-ramakrishna-goud,Prathani Ramakrishna Goud,director,
ASSP,Johnny,2003,pavan-kalyan,Pavan Kalyan,director,
BFOK,Juniors,2003,j-pullarao,J. Pullarao,director,
ASSV,Kabaddi Kabaddi,2003,venky,Venky,director,
BIFR,Kabardar,2003,h-s-rajasekhar,H.S. Rajasekhar,director,
ASSW,Kabir Dass,2003,v-v-raju,V.V. Raju,director,
CPXV,Kadhal Sadugudu,2003,durai,Durai,director,
ASTC,Kalyana Ramudu,2003,ramprasad-gottimukkala,Ramprasad Gottimukkala,director,
BDZY,Karthik,2003,murali-raju,Murali Raju,director,
BECZ,Kurradochadu,2003,t-rajendar,T. Rajendar,director,
BGCC,Love In America,2003,chandrasekhar-nagathihalli,Chandrasekhar Nagathihalli,director,
ASTX,Maa Alludu Very Good,2003,e-v-v-satyanarayana,E.V.V. Satyanarayana,director,
BEKV,Maa Bapu Bommaku Pellanta,2003,raviraja-pinisetty,Raviraja Pinisetty,director,
BHND,Magic Magic,2003,jose-punnoose,Jose Punnoose,director,
BKFR,Matrubhoomi: A Nation Without Women,2003,manish-jha,Manish Jha,director,
ASUP,Missamma,2003,g-neelakanta-reddy,G. Neelakanta Reddy,director,
ASVC,Naga,2003,d-k-suresh,D.K. Suresh,director,
BIOM,Nagamanaidu,2003,p-chandrasekhara-reddy,P. Chandrasekhara Reddy,director,
BECU,Nagaraju,2003,subbu,Subbu,director,
BFGE,Navvu Navvinchu,2003,d-rangarao,D. Rangarao,director,
ASVH,Nee Manasu Naaku Telusu,2003,a-m-jyothi-krishna,A.M. Jyothi Krishna,director,
ASVI,Neeke Manasichanu,2003,surya-teja,Surya Teja,director,
ASVJ,Neeku Nenu Naaku Nuvvu,2003,rajasekhar,Rajasekhar,director,
ASVK,Neetho Vastha,2003,ajay,Ajay,director,
BFIJ,Nenu Pelliki Ready,2003,venky,Venky,director,
ASVL,Nenu Seetamahalakshi,2003,g-nageswara-reddy,G. Nageswara Reddy,director,
ASVO,Nijam,2003,teja,Teja,director,
ASVQ,Ninne Istapaddanu,2003,konda,Konda,director,
BIEA,Nuvvu Naaku Kavali,2003,s-elil,S. Elil,director,
ASVU,Oka Raju Oka Rani,2003,m-yogi,M. Yogi,director,
ASVV,Okariki Okaru,2003,rasool-ellore,Rasool Ellore,director,
ASVW,Okkadu,2003,k-gunasekhar,K. Gunasekhar,director,
ASWB,Ori Nee Prema Bangaram Kaanu,2003,a-v-s,A.V.S,director,
ASWE,Ottesi Cheputunna,2003,e-sathibabu,E. Sathibabu,director,
ASWF,Ottu Ee Ammai Evaro Thelidhu,2003,haribabu,Haribabu,director,
ASWJ,Palnati Brahmanaidu,2003,b-gopal,B. Gopal,director,
BDGF,Palnati Simhalu,2003,raj-kapoor,Raj Kapoor,director,
CQBG,Partha,2003,om-prakash-rao,Om Prakash Rao,director,
CQBG,Partha,2003,devaraj-palan,Devaraj Palan,director,
BJIY,Pavan SubbaLakshmi,2003,deva-charan,Deva Charan,director,
ASWT,Pellam Voorelithe,2003,s-v-krishna-reddy,S.V. Krishna Reddy,director,
BEMX,Pellamtho Panenti,2003,s-v-krishna-reddy,S.V. Krishna Reddy,director,
BEVU,Police Bandh,2003,t-venkatesh,T. Venkatesh,director,
BIWC,Police Inspector,2003,k-s-nageswara-rao,K.S. Nageswara Rao,director,
BIQU,Police Kartavyam,2003,arjun-sarja,Arjun Sarja,director,
ASXC,Pranam,2003,malli,Malli,director,
BFOM,Prema Pandhiri,2003,s-narayan,S. Narayan,director,
BHDP,Premayanamaha,2003,sivaram,Sivaram,director,
ASXG,Priyadarshini,2003,davala-mallik,Davala Mallik,director,
