person_id,person_name,role,film_count,known_for
puri-jagannadh,Puri Jagannadh,director,4,"BKNV, BKVN, CBZI, DBVJ"
puri-jagannath,Puri Jagannath,director,26,"ARAJ, ARAO, ARQS, ASDL, ASNT"
purnesh-konathala,Purnesh Konathala,director,1,BAWT
purushotham,Purushotham,director,1,BEAP
pushpa-vasagan,Pushpa Vasagan,director,1,BGMR
r-k,R K,director,1,CGYS
r-ajay-gyanamuthu,R. Ajay Gyanamuthu,director,1,BGOF
r-aravindraj,R. Aravindraj,director,5,"BGQT, BIVU, BHCH, BHLZ, BHTH"
r-balki,R. Balki,director,1,BWXI
r-balu,R. Balu,director,1,BIXB
r-bhaskaran-dir,R. Bhaskaran (Dir),director,1,BFID
r-chandra,R. Chandra,director,1,BHNN
r-chandru,R. Chandru,director,4,"BEFG, BPMM, BHOB, CYGG"
r-ganapathi,R. Ganapathi,director,1,BEXZ
r-indrasena,R. Indrasena,director,1,CHSA
r-k-selvamani,R. K. Selvamani,director,1,BJXZ
r-kannan,R. Kannan,director,5,"BJMU, BIDF, BHSN, BDIF, BIKV"
r-krishna-maya,R. Krishna Maya,director,1,BGBF
r-krishna-murthy,R. Krishna Murthy,director,1,BGCZ
r-madan-kumar,R. Madan Kumar,director,1,BFHL
r-manoj-babu,R. Manoj Babu,director,1,BITZ
r-mohan,R. Mohan,director,1,BGXW
r-nagendra-rao,R. Nagendra Rao,director,4,"GON, GVQ, IMK, BHJF"
r-nani-krishna,R. Nani Krishna,director,1,BIOS
r-narayana-murthy,R. Narayana Murthy,director,30,"AAQL, ACLT, ADOH, AELY, AGII"
r-padmanaban,R. Padmanaban,director,2,"FPR, GQB"
r-pandyarajan,R. Pandyarajan,director,4,"BGCG, BHMZ, BEYM, BDOL"
r-parthipan,R. Parthipan,director,4,"BGIF, BDNG, BEUI, BEKA"
r-pattabhi-raman-pattu,R. Pattabhi Raman (Pattu),director,2,"BINA, BGAT"
r-prakash,R. Prakash,director,1,GGF
r-raghu,R. Raghu,director,2,"BJKS, BDPH"
r-raghu-raj,R. Raghu Raj,director,1,ASEI
r-raghuraj,R. Raghuraj,director,1,CWGV
r-ramamurthy,R. Ramamurthy,director,1,BFDP
r-ramesh-kumar,R. Ramesh Kumar,director,1,BJBB
r-ranjith-kumar,R. Ranjith Kumar,director,1,BIBH
r-samala,R. Samala,director,2,"BHPC, BSVZ"
r-seetarama-raju,R. Seetarama Raju,director,1,BIVY
r-selvam,R. Selvam,director,1,BEDF
r-senthilnadan,R. Senthilnadan,director,1,BLDE
r-shankar,R. Shankar,director,1,BENP
r-srinivas,R. Srinivas,director,2,"BJLY, CPOT"
r-srinivasa-rao,R. Srinivasa Rao,director,1,BJLO
r-srinu,R. Srinu,director,1,BEVP
r-sukh-bhatt,R. Sukh Bhatt,director,1,BHVA
r-sundar-rajan,R. Sundar Rajan,director,8,"BGHO, BFVI, BJIT, BJQK, BJSD"
r-sundaram,R. Sundaram,director,3,"MWV, BKBJ, BGOJ"
r-sundarrajan,R. Sundarrajan,director,1,BJZN
r-surya-kiran,R. Surya Kiran,director,5,"ASYU, ATUF, AUYW, AVJI, BGHX"
r-tharani-rao,R. Tharani Rao,director,1,BIPS
r-thyagarajan,R. Thyagarajan,director,17,"BHYG, THU, TPI, BJNI, UNW"
r-tulasi-kumar,R. Tulasi Kumar,director,2,"BHMO, BGGE"
r-udaykanth,R. Udaykanth,director,1,ARSF
r-velraj,R. Velraj,director,1,BGPF
r-venu,R. Venu,director,2,"BEJA, BGYA"
r-vital,R. Vital,director,1,ZAJ
r-c-shakthi,R.C. Shakthi,director,5,"BFIU, BESK, BFZF, BEKF, BGPH"
r-j-prasad,R.J. Prasad,director,1,BGPO
r-k-babu,R.K. Babu,director,1,BEJW
r-k-bathula,R.K. Bathula,director,2,"BHJI, BEFQ"
r-k-kampally,R.K. Kampally,director,1,CBPM
r-k-malineni,R.K. Malineni,director,2,"BSWZ, BGIQ"
r-k-selvamani,R.K. Selvamani,director,9,"BFYC, AGPS, AIZP, BGMG, BJHL"
r-m-krishnaswamy,R.M Krishnaswamy,director,1,IQF
r-m-krishna-swamy,R.M. Krishna Swamy,director,2,"BEIW, KXL"
r-m-krishnaswamy,R.M. Krishnaswamy,director,1,GVB
r-m-kumar,R.M. Kumar,director,1,BJUB
r-p-patnaik,R.P. Patnaik,director,5,"BDLS, BJJF, AXHV, BGEU, BHYY"
r-r-jarugula,R.R. Jarugula,director,2,"BSJZ, BHHS"
r-r-shinde,R.R. Shinde,director,2,"ARHE, BJDF"
r-s-bhuvan,R.S. Bhuvan,director,1,BHWL
r-s-durai-senthil-kumar,R.S. Durai Senthil Kumar,director,1,BKOB
r-s-ilavarasan,R.S. Ilavarasan,director,1,BJZK
r-s-jayagopal,R.S. Jayagopal,director,1,BGIK
r-s-junnarkar,R.S. Junnarkar,director,1,ELD
r-s-mani,R.S. Mani,director,2,"BJTY, BGUT"
r-s-naidu,R.S. Naidu,director,1,CFZU
r-s-prakash,R.S. Prakash,director,1,DMF
r-s-raju,R.S. Raju,director,2,"BIUV, BGGA"
r-s-ramaraju,R.S. Ramaraju,director,2,"AFPH, AIHR"
r-t-narayana-murthy,R.T. Narayana Murthy,director,1,BFAR
r-t-nesan,R.T. Nesan,director,1,BDBP
r-v-subbu,R.V. Subbu,director,1,BGEV
r-v-subrahmanyam,R.V. Subrahmanyam,director,1,BHSL
r-v-subramanyam,R.V. Subramanyam,director,2,"BOMB, BKZO"
r-v-uday-kumar,R.V. Uday Kumar,director,11,"BHQQ, BEWL, BHXE, BFLD, BJMI"
r-x-sundar,R.X. Sundar,director,1,BFEP
raadha,Raadha,director,1,CYSI
raaja-kiran,Raaja Kiran,director,2,"CBAH, DBQO"
raam-reddy,Raam Reddy,director,1,BAAC
rachana-deshpande,Rachana Deshpande,director,1,BXKU
rachard-fleisoner,Rachard Fleisoner,director,1,BGSW
radha-bharathi,Radha Bharathi,director,2,"BIQB, BIWX"
radha-krishna,Radha Krishna,director,1,BKYO
radha-krishna-jagarlamudi,Radha Krishna Jagarlamudi,director,4,"BBCF, CAFF, CZOG, CZOH"
radha-mohan,Radha Mohan,director,5,"BFDU, AWOW, AYQN, BFOO, BGAA"
radhakrishna,Radhakrishna,director,3,"ARNR, BJIL, BIUS"
radhakrishna-kumar,Radhakrishna Kumar,director,1,BHYO
radhaswamy-avula,Radhaswamy Avula,director,1,BJCE
rafi,Rafi,director,5,"BGVZ, BJVP, BEPJ, BFHK, BIFT"
raghav-peri,Raghav Peri,director,3,"CUTK, BOTC, BNNF"
raghava,Raghava,director,1,ADDB
raghava-lawrence,Raghava Lawrence,director,7,"AUUE, AVAU, BFUN, BEVD, BALY"
raghavendra-k-gollahalli,Raghavendra K. Gollahalli,director,2,"BXJZ, BYCJ"
raghavendra-pusuluri,Raghavendra Pusuluri,director,1,CULC
raghu,Raghu,director,1,CXQC
raghu-jaya,Raghu Jaya,director,1,CXTU
raghu-nandan,Raghu Nandan,director,1,BFLF
raghunandan-gudur,Raghunandan Gudur,director,1,BNOQ
raghunath,Raghunath,director,1,BHPI
raghupati-surya-prakash,Raghupati Surya Prakash,director,3,"CZS, DAI, DLB"
raghuram,Raghuram,director,1,BJLP
rahi-anil-barve,Rahi Anil Barve,director,1,BLEV
rahul,Rahul,director,1,BLBX
rahul-kumara-swamy,Rahul Kumara Swamy,director,1,BDGW
rahul-r-khagwal,Rahul R. Khagwal,director,1,CGAC
rahul-raj-vanam,Rahul Raj Vanam,director,3,"CEOP, CHKC, CHEU"
rahul-ram,Rahul Ram,director,1,BQMH
rahul-ravindran,Rahul Ravindran,director,2,"CEAW, CZER"
rahul-sankrityan,Rahul Sankrityan,director,2,"BIHC, CHEJ"
rahul-singh-khagwal,Rahul Singh Khagwal,director,1,BIFV
raj,Raj,director,1,BHCD
raj-aditya,Raj Aditya,director,3,"ARQR, AVQP, BDPP"
raj-bharath,Raj Bharath,director,5,"XEZ, BHJX, AAGD, AALX, BFJA"
raj-kamal-guntuku,Raj Kamal Guntuku,director,1,BREG
raj-kandukuri,Raj Kandukuri,director,2,"BNNH, BHGN"
raj-kapoor,Raj Kapoor,director,4,"BIDD, BDKC, BEIB, BDGF"
raj-kapoor-tamil-dir,Raj Kapoor (Tamil Dir),director,1,AVWN
raj-kiran,Raj Kiran,director,1,DBQO
raj-madhiraju,Raj Madhiraju,director,2,"BAHF, BHBN"
raj-minkaf,Raj Minkaf,director,1,BJGF
raj-narendra,Raj Narendra,director,2,"AZOR, BEKT"
raj-pippalla,Raj Pippalla,director,2,"AWJR, BIFM"
raj-rachakonda,Raj Rachakonda,director,1,CZDT
raj-satya,Raj Satya,director,1,BLAF
raj-sridhar,Raj Sridhar,director,1,BFVG
raj-virat,Raj Virat,director,1,BZKK
raja,Raja,director,1,BEJY
raja-boyidi,Raja Boyidi,director,1,BRWS
raja-chandra,Raja Chandra,director,25,"SWR, TZL, UBM, UXK, WZL"
raja-kiran,Raja Kiran,director,1,BISB
raja-kishore,Raja Kishore,director,2,"BJRC, BHDJ"
raja-krishna,Raja Krishna,director,1,CXNL
raja-krishnamurthy,Raja Krishnamurthy,director,1,BIOZ
raja-naidu,Raja Naidu,director,6,"BEQQ, BJUQ, BEVR, BGGJ, BGZJ"
raja-nawathe,Raja Nawathe,director,1,BJYS
raja-nene,Raja Nene,director,1,BFWV
raja-palepu,Raja Palepu,director,1,BXNY
raja-rao-pagidipalli,Raja Rao Pagidipalli,director,6,"BRNG, BRNW, BUJG, BWLN, BYMT"
raja-sandow,Raja Sandow,director,1,DGV
raja-sing,Raja Sing,director,1,BROV
raja-sridhar,Raja Sridhar,director,1,YMZ
raja-tagore,Raja Tagore,director,1,BCDC
raja-vamsi,Raja Vamsi,director,1,BEEO
raja-vannem-reddy,Raja Vannem Reddy,director,10,"BHZE, ARFR, ARLR, ATJM, AUGF"
rajababu,Rajababu,director,1,BGDY
rajachandra,Rajachandra,director,1,BIXY
rajakumar,Rajakumar,director,1,RQB
rajakumaran,Rajakumaran,director,1,BGRR
rajan,Rajan,director,2,"BGAY, BHKP"
rajaram,Rajaram,director,1,BDTJ
rajaram-dasu,Rajaram Dasu,director,1,BJNC
rajarao,Rajarao,director,1,BWB
rajasekhar,Rajasekhar,director,14,"AMOM, YSS, BJEZ, BJUX, BGKM"
rajasekhar-maarisetty,Rajasekhar Maarisetty,director,1,CWGV
rajasekhar-reddy,Rajasekhar Reddy,director,4,"YNZ, ZVK, ABZM, DATU"
rajasena,Rajasena,director,2,"BFMC, BEMW"
rajashekar,Rajashekar,director,1,CGAL
rajashri,Rajashri,director,1,YQT
rajasimha-tadinada,Rajasimha Tadinada,director,1,BJOC
rajasri-writer,Rajasri (Writer),director,5,"QDQ, RRT, BIZS, BJDE, BHSA"
rajeev-anchal,Rajeev Anchal,director,3,"BHSK, BIYR, BHEK"
rajeev-kumar,Rajeev Kumar,director,1,AOSM
rajeev-menon,Rajeev Menon,director,2,"BGTT, BDEQ"
rajendra-dharshan,Rajendra Dharshan,director,2,"BIHG, BFHG"
rajendra-kumar,Rajendra Kumar,director,3,"VCM, ARSN, AXLB"
rajendra-prasad,Rajendra Prasad,director,1,AJQO
rajendra-reddy,Rajendra Reddy,director,1,BERQ
rajendra-singh,Rajendra Singh,director,1,BIBA
rajesh,Rajesh,director,2,"PVF, BHIZ"
rajesh-jagannadham,Rajesh Jagannadham,director,1,DBAU
rajesh-lingam,Rajesh Lingam,director,1,BILA
rajesh-m-selva,Rajesh M. Selva,director,2,"BDXS, CYOE"
rajesh-nadendla,Rajesh Nadendla,director,1,CYRC
rajesh-pillai,Rajesh Pillai,director,1,BOSN
rajesh-puli,Rajesh Puli,director,2,"BFCV, BVSW"
rajesh-raj,Rajesh Raj,director,1,BQME
rajesh-touchriver,Rajesh Touchriver,director,6,"BEBU, BGFQ, BAKU, BOIQ, BHZW"
rajireddy-gurram-dr,Rajireddy Gurram (Dr),director,1,BDZH
rajiv-chilaka,Rajiv Chilaka,director,3,"CSBE, BNYE, BTXV"
rajkiran-dir,Rajkiran (Dir),director,1,BEXT
rajkrishna,Rajkrishna,director,1,AXUP
rajkumar,Rajkumar,director,4,"BHJN, BJMA, AVDB, BEFO"
rajkumar-ambati,Rajkumar Ambati,director,1,BIOW
rajkumar-gudapati,Rajkumar Gudapati,director,2,"TIK, BEGB"
rajnesh-domalpalli,Rajnesh Domalpalli,director,1,AQFF
rajpathi,Rajpathi,director,1,BENO
rajrajan,Rajrajan,director,1,CXYR
rajshekhar-thangella,Rajshekhar Thangella,director,1,CZRF
rajsudmon,Rajsudmon,director,1,CDSR
raju,Raju,director,2,"CUGE, BPGS"
raju-kumpatla,Raju Kumpatla,director,1,BIHI
raju-rajendra-prasad,Raju Rajendra Prasad,director,2,"AVWD, BDCE"
raju-sundaram,Raju Sundaram,director,1,BGGC
raju-vamsi,Raju Vamsi,director,1,BENN
raju-voopati,Raju Voopati,director,1,ASPX
rakesh-madhav,Rakesh Madhav,director,1,CWRV
rakesh-prasad,Rakesh Prasad,director,3,"CSCJ, CSSH, CUGH"
rakesh-raj,Rakesh Raj,director,1,CZVR
rakesh-roshan,Rakesh Roshan,director,3,"BIME, BGUV, BGQK"
rakesh-sashi,Rakesh Sashi,director,1,CHSW
rakesh-sasi,Rakesh Sasi,director,1,BDMN
rakesh-sawant,Rakesh Sawant,director,1,BFDY
rakesh-srinivas,Rakesh Srinivas,director,1,BFWZ
ram,Ram,director,3,"BJQI, BGFN, BLDD"
ram-abbaraju,Ram Abbaraju,director,1,CXOA
ram-chowdary,Ram Chowdary,director,1,DBHA
ram-gopal-varma,Ram Gopal Varma,director,42,"AEGU, AFXN, AOIZ, AGFS, AHTP"
ram-katru,Ram Katru,director,1,CBTI
ram-kumar,Ram Kumar,director,1,CZRO
ram-mohan-rao-gullapalli,Ram Mohan Rao Gullapalli,director,17,"USW, AMQL, BJPT, WOX, XKY"
ram-satya,Ram Satya,director,1,BEUP
ram-siva,Ram Siva,director,1,BEUQ
ram-suri,Ram Suri,director,1,BGLM
ram-laxman-fights,Ram-Laxman (Fights),director,1,BITM
rama-chandurudu,Rama Chandurudu,director,1,CRWI
ramachandra-takur,Ramachandra Takur,director,1,BFUF
ramachandrudu,Ramachandrudu,director,2,"BILK, BDDF"
ramadasu,Ramadasu,director,1,BHNZ
ramakrishna,Ramakrishna,director,3,"CSPD, BIBO, BPHD"
ramakrishna-bothsa,Ramakrishna Bothsa,director,1,BKNB
ramakrishna-botsa,Ramakrishna Botsa,director,1,BWIO
ramakrishna-machakanti,Ramakrishna Machakanti,director,2,"AWLH, BJAU"
ramakrishna-reddy-guda,Ramakrishna Reddy Guda,director,2,"BHCC, BJLK"
raman,Raman,director,1,BEYH
ramana,Ramana,director,5,"APZZ, ARJI, CQMF, BDJH, BFPO"
ramana-dumpala,Ramana Dumpala,director,2,"AZEH, DAMV"
ramana-mogili,Ramana Mogili,director,3,"BGBX, BDUM, CYUN"
ramana-salva,Ramana Salva,director,2,"AYVM, BDFZ"
ramana-artbyramana,Ramana.artbyramana,director,1,CAYV
ramanababu,Ramanababu,director,1,ABBA
ramanandam,Ramanandam,director,1,BHK
ramanarayana,Ramanarayana,director,2,"BIXE, BFWM"
ramanarayanan,Ramanarayanan,director,34,"BIJU, BEBA, BJVE, YZE, BIAB"
ramanaw-mallam,Ramanaw Mallam,director,1,CCWV
ramanujapuram-shashank,Ramanujapuram Shashank,director,1,BPCN
ramaraju,Ramaraju,director,2,"BERT, BFYR"
rambabu,Rambabu,director,1,AXFZ
ramchandar,Ramchandar,director,1,BJNA
ramesh-ahuja,Ramesh Ahuja,director,1,BDES
ramesh-ankamu,Ramesh Ankamu,director,1,BHKE
ramesh-aravind,Ramesh Aravind,director,2,"BFFG, BVBW"
ramesh-cheppala,Ramesh Cheppala,director,1,CDSZ
ramesh-das,Ramesh Das,director,2,"BIMC, BFCI"
ramesh-gopi,Ramesh Gopi,director,1,CEXO
ramesh-krishna,Ramesh Krishna,director,4,"BIUN, BJSI, BJIR, BGSC"
ramesh-muguda,Ramesh Muguda,director,1,BVKN
ramesh-nuthalapati,Ramesh Nuthalapati,director,2,"BJHI, BVLS"
ramesh-raja,Ramesh Raja,director,1,BFPS
ramesh-raja-suganda,Ramesh Raja Suganda,director,1,BFMR
ramesh-raparthy,Ramesh Raparthy,director,1,BIYV
ramesh-sarangan,Ramesh Sarangan,director,1,AQOT
ramesh-thummala,Ramesh Thummala,director,2,"BESX, COAF"
ramesh-varma,Ramesh Varma,director,5,"AUAZ, AWXV, AZKP, BVLG, DAGV"
ramesh-varma-kiran-poster-ads,Ramesh Varma (Kiran Poster Ads),director,1,BHKO
ramineedu-gutha,Ramineedu Gutha,director,13,"JDX, JLH, KIO, KPA, LXK"
ramineni-netaji,Ramineni Netaji,director,1,BGKB
ramkumar,Ramkumar,director,4,"BGPC, AWEN, AXWJ, CZUL"
ramnath,Ramnath,director,1,BHNE
ramoji-suresh,Ramoji Suresh,director,1,CHBO
ramprasad-gottimukkala,Ramprasad Gottimukkala,director,7,"ARBN, ASKK, ASTC, ATIH, AULG"
rams-rathod,Rams Rathod,director,1,BEXD
ramsetty,Ramsetty,director,1,BHTS
ramu,Ramu,director,3,"BFEV, BJOO, BIBS"
ramu-kariat,Ramu Kariat,director,1,TCR
ramu-kona,Ramu Kona,director,1,BSLA
ramu-koppula,Ramu Koppula,director,1,CEKD
ran-haward,Ran Haward,director,1,BHVW
ranganath,Ranganath,director,1,ATZU
rangaraj,Rangaraj,director,1,BJVM
ranji-phanikar,Ranji Phanikar,director,1,BDTB
ranjith-belluri,Ranjith Belluri,director,2,"CTKG, BDLQ"
ranjith-pasam,Ranjith Pasam,director,6,"CTOR, BBHT, AZNE, BAIN, BNIO"
rao,Rao,director,1,CSHF
rao-c-s-r,Rao C.S.R.,director,1,CJKV
rao-rama,Rao Rama,director,1,BPTC
rasamayi-balakishan,Rasamayi Balakishan,director,1,BFGF
rashmi-mayur-koyyada,Rashmi Mayur Koyyada,director,1,CZBX
rasool-alam,Rasool Alam,director,1,BEMI
rasool-ellore,Rasool Ellore,director,3,"ASVV, ATSK, BHLU"
ratna-chari-pammi,Ratna Chari Pammi,director,1,CGBE
ratna-shekar,Ratna Shekar,director,1,CODD
ratnachari-pammi,Ratnachari Pammi,director,1,BICY
ratnakar-madhu,Ratnakar - Madhu,director,1,BIHD
ratnakar-rao,Ratnakar Rao,director,1,CXYP
raveendran,Raveendran,director,1,TUY
ravi,Ravi,director,7,"NLA, BJRO, BDQX, BERN, BEKS"
ravi-anand,Ravi Anand,director,1,CBJZ
ravi-babu,Ravi Babu,director,4,"BPXD, BSMT, CDJR, CWLD"
ravi-basrur,Ravi Basrur,director,1,CATX
ravi-chakravarthy,Ravi Chakravarthy,director,1,BDWQ
ravi-charan-meripo,Ravi Charan Meripo,director,1,BDHD
ravi-chavali,Ravi Chavali,director,10,"BHKN, BFIX, BEAR, BIUO, BKBI"
ravi-chennuri,Ravi Chennuri,director,1,BHBT
ravi-chopra,Ravi Chopra,director,1,BEGE
ravi-gundaboina,Ravi Gundaboina,director,1,CGTE
ravi-kiran-kola,Ravi Kiran Kola,director,1,DAGG
ravi-kiran-raju,Ravi Kiran Raju,director,1,CUZU
ravi-kishore,Ravi Kishore,director,1,BRDS
ravi-kishore-chandina,Ravi Kishore Chandina,director,1,CDNP
ravi-kumar-palutla,Ravi Kumar Palutla,director,1,DBIY
ravi-prakash,Ravi Prakash,director,1,BNAA
ravi-rachi,Ravi Rachi,director,1,CYQB
ravi-sen,Ravi Sen,director,1,BERU
ravi-sharma,Ravi Sharma,director,2,"BDMA, BHGU"
ravi-srivatsav,Ravi Srivatsav,director,1,BEXE
ravi-teja-siripuram,Ravi Teja Siripuram,director,1,CYPA
ravi-tenali,Ravi Tenali,director,1,BGLD
ravi-varma,Ravi Varma,director,1,BDMD
ravi-yadav,Ravi Yadav,director,1,BIGK
ravichandran,Ravichandran,director,2,"AGHF, BFRT"
ravikanth-nagaich,Ravikanth Nagaich,director,2,"NLH, BHQD"
ravikanth-perepu,Ravikanth Perepu,director,1,BJNS
ravikiran-venkata,Ravikiran Venkata,director,1,BWPS
ravikumar-pediredla,Ravikumar Pediredla,director,1,CGKP
ravindar,Ravindar,director,1,BIAR
ravindra-boyapati,Ravindra Boyapati,director,1,CZNN
ravindrababu,Ravindrababu,director,2,"AAHF, AATH"
ravindranath,Ravindranath,director,1,BISH
ravipalli-rambabu,Ravipalli Rambabu,director,1,BIHZ
raviraja,Raviraja,director,1,BDCD
raviraja-pinisetty,Raviraja Pinisetty,director,39,"ZIG, ZUV, AAZD, ABGJ, ABQE"
raviteja-akula,Raviteja Akula,director,1,BQJY
raviteja-bharath,Raviteja Bharath,director,1,CYCS
reddem-yadha-kumar,Reddem Yadha Kumar,director,1,BDUR
regu,Regu,director,1,BSMD
relangi-mallik,Relangi Mallik,director,2,"BKBW, AGWJ"
relangi-narasimha-rao,Relangi Narasimha Rao,director,68,"BGJN, VXN, WKO, WNF, WOW"
remo-d-souza,Remo D. Souza,director,1,BIOX
renny-harlin,Renny Harlin,director,2,"BDIY, BJJJ"
renuka-sharma,Renuka Sharma,director,5,"BFOY, BDDX, AHFA, CMKS, BDOC"
revuri-nageswara-rao,Revuri Nageswara Rao,director,1,BGRX
rian-johnson,Rian Johnson,director,1,BGRS
richard-attenborough,Richard Attenborough,director,1,BELU
ridley-scott,Ridley Scott,director,1,BFRH
rif-coogan,Rif Coogan,director,1,BISZ
ringo-lam,Ringo Lam,director,1,BFML
rintu-thomas,Rintu Thomas,director,1,CUZR
rishi,Rishi,director,2,"BEHZ, BKXL"
rishikeshwar-yogi,Rishikeshwar Yogi,director,1,CYAZ
ritesh-rana,Ritesh Rana,director,1,CZGA
rithvik-reddy,Rithvik Reddy,director,1,BOOE
rixon-xavier,Rixon Xavier,director,1,BSKE
rob-cohen,Rob Cohen,director,1,BGRL
robert-clouse,Robert Clouse,director,1,BIWG
robert-ginty,Robert Ginty,director,1,BFKC
robert-hayes,Robert Hayes,director,1,BDDO
robert-kurtzman,Robert Kurtzman,director,1,BJAF
robert-rajasekhar,Robert Rajasekhar,director,1,BJQO
rockeshh-reddy,Rockeshh Reddy,director,1,BWUK
rocksen,Rocksen,director,1,BFBO
rohit-jugraj,Rohit Jugraj,director,1,BEIJ
rohit-nandakumar,Rohit Nandakumar,director,1,CFFC
rohit-penumatsa,Rohit Penumatsa,director,4,"BYZG, CCIN, CDKL, CGBZ"
roland-emmerich,Roland Emmerich,director,1,BIYB
rom-bhimana,Rom Bhimana,director,2,"AYIZ, BKQR"
roman-law,Roman Law,director,1,BDJY
ron-howard,Ron Howard,director,1,BHFR
ronny-yu,Ronny Yu,director,1,BFYB
roy,Roy,director,1,BNWI
rudrapatla-venugopal,Rudrapatla Venugopal,director,2,"CWTB, CZIR"
ruggero-deodato,Ruggero Deodato,director,1,BHLE
rupesh-paul,Rupesh Paul,director,2,"BFJL, BUBI"
rushi-krishna,Rushi Krishna,director,1,CGCE
s-chidambaram,S Chidambaram,director,1,BHJJ
s-amirjan,S. AmirJan,director,6,"AAFQ, BFVC, BJOL, BIDX, BJZZ"
s-anil,S. Anil,director,1,BDJF
s-babu,S. Babu,director,2,"BGWD, BFXB"
s-balachandar,S. Balachandar,director,1,HXU
s-elil,S. Elil,director,4,"BHSG, BIEA, BJPD, BGKG"
s-fattelal,S. Fattelal,director,1,BGEO
s-gopalreddy,S. Gopalreddy,director,1,ATKD
s-gopichand,S. Gopichand,director,3,"AJPE, APDE, BDEZ"
s-harish-shankar,S. Harish Shankar,director,5,"AUTO, AYYN, AZXT, BFWO, BIQP"
s-jagadish,S. Jagadish,director,2,"BDYQ, BHMN"
s-jagannath,S. Jagannath,director,2,"DGJ, BCDE"
s-janakiram,S. Janakiram,director,1,PEX
s-kailash,S. Kailash,director,1,BDUP
s-koti,S. Koti,director,1,BINR
s-krishna-kumar,S. Krishna Kumar,director,1,BXSF
s-krishnam-raju,S. Krishnam Raju,director,1,ABBJ
s-kumar,S. Kumar,director,1,BJCV
s-mahendar,S. Mahendar,director,1,BGSI
s-mahesh-surya,S. Mahesh Surya,director,1,BGYR
s-manikantan,S. Manikantan,director,1,BDZT
s-manivasan,S. Manivasan,director,1,BGTI
s-marella,S. Marella,director,1,BDKS
s-murali-mohan,S. Murali Mohan,director,1,BJPM
s-nagarajan,S. Nagarajan,director,1,BFXP
s-narayan,S. Narayan,director,2,"BEDD, BFOM"
s-nivas,S. Nivas,director,1,BHKW
s-noushad,S. Noushad,director,1,BXCC
s-rajanikanth,S. Rajanikanth,director,6,"HUT, HZM, IGP, JLN, KCE"
s-rajendra,S. Rajendra,director,1,BFVY
s-rajendran,S. Rajendran,director,1,BHVT
s-ramanathan,S. Ramanathan,director,1,PGZ
s-rangaswamy,S. Rangaswamy,director,1,CAV
s-rao-kodukula,S. Rao Kodukula,director,1,BFAJ
s-ravi,S. Ravi,director,1,BDRY
s-ravi-teja,S. Ravi Teja,director,2,"AANL, BGNA"
s-saravanan,S. Saravanan,director,1,BISI
s-sasi-kumar,S. Sasi Kumar,director,1,BITB
s-senthilnathan,S. Senthilnathan,director,1,BDHG
s-shankar,S. Shankar,director,10,"BJTH, BJZB, BFTS, BFAZ, BIIY"
s-shankar-dir,S. Shankar (Dir),director,1,BBCE
s-shyam-prasad,S. Shyam Prasad,director,1,DAHQ
s-soundararajan,S. Soundararajan,director,3,"DTD, FSS, GGT"
s-srinivasa-reddy,S. Srinivasa Reddy,director,2,"BJAB, BEQY"
s-umesh-kumar,S. Umesh Kumar,director,2,"BGCD, BHTI"
s-v-krishna-reddy,S. V. Krishna Reddy,director,1,AOZS
s-veerendra-reddy,S. Veerendra Reddy,director,2,"BEML, CDJN"
s-a-chandramohan,S.A. Chandramohan,director,1,BJRJ
s-a-chandrasekhar,S.A. Chandrasekhar,director,22,"VNP, WIW, XXL, YMA, YMQ"
s-a-chandrashekhar,S.A. Chandrashekhar,director,2,"CKIC, CKIE"
s-a-murugesh,S.A. Murugesh,director,1,BICU
s-a-rajkannu,S.A. Rajkannu,director,1,BFUK
s-a-subbaraman,S.A. Subbaraman,director,1,BDHO
s-d-aravind,S.D. Aravind,director,1,BHES
s-d-gousuddin,S.D. Gousuddin,director,1,BIKA
s-d-lal,S.D. Lal,director,21,"JRK, LVZ, LXL, LZG, BJWM"
s-d-ramesh-selvan,S.D. Ramesh Selvan,director,1,BEZZ
s-d-sabha,S.D. Sabha,director,2,"BDJQ, BFZT"
s-d-vijay-milton,S.D. Vijay Milton,director,1,BFAI
s-i-mahendra,S.I. Mahendra,director,1,BJGK
s-j-balu,S.J. Balu,director,1,BDHQ
s-j-surya,S.J. Surya,director,3,"BFMM, ARRV, ATKF"
s-k-bagavan,S.K. Bagavan,director,1,BEQA
s-k-basheed,S.K. Basheed,director,2,"BEDX, CFOG"
s-k-satya,S.K. Satya,director,1,BKQH
s-m-anil-panja,S.M. Anil Panja,director,2,"BJGM, BJEN"
s-m-santanam,S.M. Santanam,director,1,BDCL
s-m-sriramulu-naidu,S.M. Sriramulu Naidu,director,4,"BEZS, HBC, JTM, BHSR"
s-n-arjun,S.N. Arjun,director,1,BHEP
s-n-s-sastry,S.N.S. Sastry,director,1,AMHZ
s-p-chittibabu,S.P. Chittibabu,director,3,"VCP, AMQN, WEB"
s-p-hosimin,S.P. Hosimin,director,1,BGKC
s-p-jananathan,S.P. Jananathan,director,2,"AUKM, BIKY"
s-p-muthuraman,S.P. Muthuraman,director,35,"BIKX, BJQT, BJGY, BJCZ, AMUD"
s-p-rajaram,S.P. Rajaram,director,3,"UGK, AHLF, AJPP"
s-p-shankar,S.P. Shankar,director,2,"BEDW, BDMY"
