person_id,person_name,role,film_count,known_for
goverdhan-reddy,Goverdhan Reddy,director,1,BXKV
govi,Govi,director,3,"BEBB, BXKV, BJJK"
govind-menon,Govind Menon,director,1,BDWK
govind-varaha,Govind Varaha,director,2,"BJLL, BEGV"
gowrav,Gowrav,director,1,BJCC
gowri-shankar,Gowri Shankar,director,3,"BNGI, BRGV, BPOI"
gowtam-tinnanuri,Gowtam Tinnanuri,director,2,"CBCD, CYLF"
gowtham,Gowtham,director,1,RFZ
gowtham-gandi,Gowtham Gandi,director,1,CHMS
gowtham-patnaik,Gowtham Patnaik,director,1,BJKM
gowtham-vasudev-menon,Gowtham Vasudev Menon,director,3,"ATFR, AYGS, BAUS"
graham-baker,Graham Baker,director,1,BDDV
gssp-kalyan,Gssp Kalyan,director,2,"DBSR, DBSS"
guda-rama-krishna,Guda Rama Krishna,director,1,AOJB
gudavalli-ramabrahmam,Gudavalli Ramabrahmam,director,9,"BXV, CPT, CWQ, DBQ, DFV"
guddu-dhanoa,Guddu Dhanoa,director,1,BEFW
gummaluri-sastry,Gummaluri Sastry,director,1,BFFE
gunasekhar,Gunasekhar,director,3,"AUSY, AYFJ, BULW"
gunnam-gangaraju,Gunnam Gangaraju,director,1,COSY
gurmeet-ram-rahim-singh,Gurmeet Ram Rahim Singh,director,2,"BTUW, BTUX"
guru-chindepalli,Guru Chindepalli,director,1,CXTM
guru-dhanapal,Guru Dhanapal,director,2,"BDUZ, BILB"
gurudev-kasula,Gurudev Kasula,director,1,BIUM
gurudutt,Gurudutt,director,1,BHUZ
gyan-sagar,Gyan Sagar,director,1,BGRB
h-madhusudhan,H. Madhusudhan,director,2,"BFZH, BDYK"
h-srinivasadora,H. SrinivasaDora,director,1,CGUX
h-vasu,H. Vasu,director,2,"BEWW, BDLV"
h-vinoth,H. Vinoth,director,1,CCSO
h-l-n-simha,H.L.N. Simha,director,1,AKXQ
h-m-imran-indramohan,H.M. Imran (Indramohan),director,1,BHRG
h-m-reddy,H.M. Reddy,director,8,"APC, BHL, COQ, DAC, DAG"
h-n-shankar,H.N. Shankar,director,1,BEET
h-n-k-murthy,H.N.K. Murthy,director,1,BGEW
h-r-sekhar,H.R. Sekhar,director,1,BFLX
h-s-rajasekhar,H.S. Rajasekhar,director,4,"BJHS, BHYB, BIFR, BKBS"
h-s-venu,H.S. Venu,director,3,"ODI, PHU, BGLQ"
h-v-babu,H.V. Babu,director,7,"BZJ, CIP, CZY, DUT, FKR"
hanu-raghavapudi,Hanu Raghavapudi,director,2,"AZOO, BHNA"
hanumantha-rao-raghavapudi,Hanumantha Rao Raghavapudi,director,3,"BWYP, CAWQ, CGFP"
harald-zwart,Harald Zwart,director,1,BJIS
haranath-policharla,Haranath Policharla,director,2,"AZDR, BEKO"
hari-dir,Hari (Dir),director,16,"BEZM, BESN, BFFM, BELS, BFII"
hari-anumolu,Hari Anumolu,director,1,AECS
hari-charan-prasad,Hari Charan Prasad,director,1,BJFL
hari-hara-shankara,Hari Hara Shankara,director,1,BSBX
hari-k-chandhuri,Hari K. Chandhuri,director,1,BDSW
hari-krishna-reddy,Hari Krishna Reddy,director,1,BEQB
hari-mrutyumjay,Hari Mrutyumjay,director,1,BQIY
hari-nath,Hari Nath,director,2,"BQOJ, CGAT"
hari-shankar,Hari Shankar,director,1,BFXL
hari-yelleti,Hari Yelleti,director,1,AVOC
haribabu,Haribabu,director,4,"BIFK, BGUQ, ASWF, AVRG"
haricharan,Haricharan,director,1,COSY
haricharan-rao-ayilneni,Haricharan Rao Ayilneni,director,1,CSDB
harihara,Harihara,director,2,"BKAC, BJEK"
harihara-shankar,Harihara Shankar,director,1,BGHU
hariharan,Hariharan,director,1,BFOC
harikanth-gunamagari,Harikanth Gunamagari,director,2,"BVCI, CDON"
harikishan,Harikishan,director,1,DADJ
harilal-desai,Harilal Desai,director,1,DGI
harinath-babu-b,Harinath Babu B.,director,1,CZTR
harish,Harish,director,2,"BIOT, BQMI"
harish-narayan,Harish Narayan,director,1,BFXL
harish-shankar,Harish Shankar,director,2,"BZZQ, CXXR"
harishreddy-medagam,Harishreddy Medagam,director,2,"BSGS, BVPT"
harmesh-malhotra,Harmesh Malhotra,director,2,"BEKM, BIVV"
harnath-policherla,Harnath Policherla,director,1,CXDK
harry-nath,Harry Nath,director,1,BUBS
harsh-enjeti,Harsh Enjeti,director,1,AYEW
harsha-annavarapu,Harsha Annavarapu,director,1,BRHU
harsha-p-reddy,Harsha P. Reddy,director,1,BHEW
harshavardhan,Harshavardhan,director,1,AVTS
hemanth,Hemanth,director,1,BDUD
hemanth-karthik,Hemanth Karthik,director,1,CZDU
hemanth-madhukar,Hemanth Madhukar,director,1,AZKM
hemanth-puvvada,Hemanth Puvvada,director,1,BHKM
hemanth-srinivas,Hemanth Srinivas,director,1,DABJ
hemraj,Hemraj,director,1,BEEK
heng-simon,Heng Simon,director,1,BENC
henry,Henry,director,1,BGCW
himmath-sagar,Himmath Sagar,director,3,"DAYV, DBIX, DBUG"
hiren-bose,Hiren Bose,director,1,CNG
homi-wadia,Homi Wadia,director,4,"BJUF, BJDY, NTR, BGVE"
hridesh-kamble,Hridesh Kamble,director,1,BDSY
hunsur-krishnamurthy,Hunsur Krishnamurthy,director,9,"JJU, BEUX, ALLN, BEVO, BJFG"
hussain-sha-kiran,Hussain Sha Kiran,director,2,"BXFW, BIFX"
hyder-bilgrami,Hyder Bilgrami,director,2,"BROS, BFXE"
i-ahmad,I. Ahmad,director,2,"BFEQ, BEKD"
i-ahmed,I. Ahmed,director,1,BOSU
i-nagabhushana-rao,I. Nagabhushana Rao,director,1,CED
i-rajkamal,I. Rajkamal,director,1,AEVX
i-srikanth,I. Srikanth,director,3,"BEOA, ASZG, AVPQ"
i-g-mahesh,I.G. Mahesh,director,1,BIQT
i-g-prakash,I.G. Prakash,director,1,CUBI
i-n-murthy,I.N. Murthy,director,10,"KSE, LII, NDK, NJQ, NSE"
i-v-sasi,I.V. Sasi,director,18,"BCFL, USV, AMNK, WQC, BDVB"
iainsoftley,Iainsoftley,director,1,BFOA
ilan-kannan,Ilan Kannan,director,1,BHZJ
ilavarasan,Ilavarasan,director,1,AGZK
imandi-rama-rao,Imandi Rama Rao,director,3,"AAAR, BJKD, ADWS"
inavolu-prasanna-kumar,Inavolu Prasanna Kumar,director,1,CZFQ
inayath,Inayath,director,1,BDWP
indian,Indian,director,1,BEUA
indra-kumar,Indra Kumar,director,1,BHMA
indraganti,Indraganti,director,1,CUHN
indrajit-lankesh,Indrajit Lankesh,director,4,"ATJU, BJHV, CUIF, BTUS"
indrakumar,Indrakumar,director,1,CNUU
indran,Indran,director,1,BJXG
ip-sing-hong,Ip Sing Hong,director,1,BEPF
iqbal-durrani,Iqbal Durrani,director,1,BFGS
irene-thalluri,Irene Thalluri,director,1,BFEP
j-afshaan,J. Afshaan,director,1,BEHH
j-akash,J. Akash,director,4,"BGIA, BGMA, BETZ, BDWV"
j-jitendra,J. Jitendra,director,2,"AOYV, BGSV"
j-karuna-kumar,J. Karuna Kumar,director,1,BIPK
j-mahendran,J. Mahendran,director,5,"BDJI, BJIZ, BIFB, BGGB, BGPI"
j-panneer,J. Panneer,director,2,"BDRU, BFUB"
j-prabhakar-reddy,J. Prabhakar Reddy,director,2,"BHRQ, BGNF"
j-pullarao,J. Pullarao,director,1,BFOK
j-ramakrishna,J. Ramakrishna,director,1,ADQK
j-suresh,J. Suresh,director,1,BJLC
j-williams,J. Williams,director,2,"XHJ, BFGC"
j-b-murali-krishna,J.B. Murali Krishna,director,1,CFBG
j-d-jerry,J.D-Jerry,director,1,BDHB
j-d-chakravarthi,J.D. Chakravarthi,director,1,CHAR
j-d-chakravarthy,J.D. Chakravarthy,director,4,"AVUE, AWZO, AYYW, AZOD"
j-g-krishna,J.G. Krishna,director,4,"BIIB, BFDQ, BDKW, BHCL"
j-j-prakash-rao,J.J. Prakash Rao,director,2,"BGVF, BIAJ"
j-j-reddy,J.J. Reddy,director,1,BIPO
j-k-bharavi,J.K. Bharavi,director,2,"BHNX, BOCX"
j-k-mon,J.K. Mon,director,1,BEQP
j-p-chandrababu,J.P. Chandrababu,director,1,BDTL
j-s-chowdary,J.S. Chowdary,director,1,BJMR
j-s-rao,J.S. Rao,director,1,BEBQ
j-v-l-narayana,J.V.L. Narayana,director,1,AUFH
j-v-r,J.V.R,director,2,"BHUA, BDTT"
jp-a-y,JP A.Y.,director,1,BFUA
jab-sindar,Jab Sindar,director,1,BHET
jabali-sathyacama,Jabali Sathyacama,director,1,CWMY
jack-west,Jack West,director,1,BIJY
jackie-chan,Jackie Chan,director,2,"BDIZ, BIKF"
jagadish,Jagadish,director,1,BEHY
jagadish-dhaneti,Jagadish Dhaneti,director,1,BGEA
jagadish-talasila,Jagadish Talasila,director,2,"BWZU, BFJK"
jagadish-vatarkar,Jagadish Vatarkar,director,1,BGZU
jagan,Jagan,director,3,"BDCU, BFVB, CZUM"
jagannath,Jagannath,director,1,YYH
jagannatha-ramanarayana,Jagannatha Ramanarayana,director,1,ZTT
jagapathi-rajasekhar,Jagapathi Rajasekhar,director,1,BCEA
jagarlamudi-radhakrishna-krish,Jagarlamudi Radhakrishna (Krish),director,4,"AVSV, AYFK, BACY, BDML"
jai,Jai,director,1,CBMW
jai-nag,Jai Nag,director,1,BFYS
jai-raaja-singh,Jai Raaja Singh,director,1,CZFR
jai-ram-kumar,Jai Ram Kumar,director,1,CFWY
jai-sriram,Jai Sriram,director,1,BEXA
jain-nani,Jain Nani,director,1,BRGW
jaishankar-chigurula,Jaishankar Chigurula,director,4,"CTMF, BVHP, BWJM, CBZG"
jakka-hari-prasad,Jakka Hari Prasad,director,1,BKUY
james-bond-iii,James Bond III,director,1,BFVW
james-cameron,James Cameron,director,2,"BITN, BITC"
jamesgun,Jamesgun,director,1,BHVO
jampana-chandrasekhar-rao,Jampana Chandrasekhar Rao,director,8,"GBH, HGM, HYN, JDP, INO"
janaki-soundar,Janaki Soundar,director,1,BJFE
janakiram,Janakiram,director,1,WKK
janardhan-maharshi,Janardhan Maharshi,director,6,"AFQF, BGUK, AULP, BGBM, BNUI"
janardhan-rao-challa,Janardhan Rao Challa,director,1,BHKY
janardhan-reddy,Janardhan Reddy,director,1,BXUK
jandhyala,Jandhyala,director,38,"VWO, WTE, WUT, XGR, XUR"
jarkhill,JarkHill,director,1,BEGF
jasubhai-trivedi,Jasubhai Trivedi,director,1,BFTL
jatla-venkataswamy-naidu,Jatla Venkataswamy Naidu,director,1,UER
javed-afghani-khan,Javed Afghani Khan,director,1,BUSS
javier-elorrieta,Javier Elorrieta,director,1,BIYO
jay-parupalli,Jay Parupalli,director,1,CHQP
jay-k,Jay.k,director,1,CACH
jaya-b,Jaya B.,director,1,CSID
jaya-murugan,Jaya Murugan,director,1,CSWW
jaya-prasad,Jaya Prasad,director,1,AECF
jaya-ravindra,Jaya Ravindra,director,3,"AWJU, BEGW, BISC"
jaya-sreesivan,Jaya Sreesivan,director,1,BTSN
jayachitra,Jayachitra,director,1,BDRD
jayadeep-manepalli,Jayadeep Manepalli,director,1,DBUL
jayadevan,Jayadevan,director,4,"BEFT, BFAN, BKCJ, BHHG"
jayadevi,Jayadevi,director,1,BJQD
jayant-paranji,Jayant Paranji,director,3,"AQAO, AQWM, CFZX"
jayanth-c-paranji,Jayanth C. Paranji,director,9,"APPR, APTZ, ASCD, ASLS, ATIM"
jayaraaj,Jayaraaj,director,3,"BGIS, BHCW, BJWN"
jayashankarr,Jayashankarr,director,6,"BRAG, BUVW, BTHD, BWMB, BXUE"
jayashyam,Jayashyam,director,1,BEMV
jayasimha-edara,Jayasimha Edara,director,1,BUTS
jayasimha-musan,Jayasimha Musan,director,1,BQEM
jayendra,Jayendra,director,1,BBHN
jayendra-panchapakesan,Jayendra Panchapakesan,director,1,BLCB
jaysree-sivan,Jaysree Sivan,director,1,BIXW
jeenas-mohammad,Jeenas Mohammad,director,1,BECW
jeetu-arora,Jeetu Arora,director,1,BTUX
jeeva-camera,Jeeva (Camera),director,4,"BIVH, BJZE, AVHW, BGKS"
jeeva-shankar,Jeeva Shankar,director,2,"BFJD, CDBQ"
jeevita-rajasekhar,Jeevita Rajasekhar,director,4,"BHPR, AVBG, AWZD, BHPA"
jeevitha-rajashekhar,Jeevitha Rajashekhar,director,1,BOSP
jennifer-alphonsse,Jennifer Alphonsse,director,1,CTSR
jennifer-lynch,Jennifer Lynch,director,1,BGBR
jevil-jackson,Jevil Jackson,director,1,BFJR
jijo,Jijo,director,1,BIOP
jimmy-kaufman,Jimmy Kaufman,director,1,BEPM
jinna,Jinna,director,1,BHXJ
jithen-benarji,Jithen Benarji,director,1,GDF
jiyomon,Jiyomon,director,6,"BDQV, BHOR, BHTF, BHID, BHAH"
jogi-raju-mamidi,Jogi Raju Mamidi,director,1,BKWL
john,John,director,2,"AQVX, ASHS"
john-bruno,John Bruno,director,1,BGAX
john-carter,John Carter,director,1,BHBH
john-guillermin,John Guillermin,director,1,BHTX
john-gulazar,John Gulazar,director,1,BGJD
john-mahendran,John Mahendran,director,1,BKAB
john-woo,John Woo,director,2,"BIXC, BIEN"
johni,Johni,director,1,CZRK
johnny-to,Johnny To,director,1,BFOV
jon-favreau,Jon Favreau,director,1,BDIU
jon-tarneltab,Jon Tarneltab,director,1,BHDS
jonathan-english,Jonathan English,director,1,BHXI
jonathan-leebusman,Jonathan Leebusman,director,1,BDRX
jonathan-mostow,Jonathan Mostow,director,1,BELM
jonnalagadda-srinivasa-rao,Jonnalagadda Srinivasa Rao,director,6,"BJKO, ATOY, BJJD, AWIT, BJAM"
jonnavithula-ramalingeswara-rao,Jonnavithula Ramalingeswara Rao,director,2,"BEKW, BFCB"
josaiman,Josaiman,director,6,"BHBU, BHPM, BIYG, BJYH, BDKF"
jose-punnoose,Jose Punnoose,director,1,BHND
joseph,Joseph,director,1,BEDQ
joseph-thaliyath,Joseph Thaliyath,director,2,"JPN, MQH"
joseph-thaliyath-jr,Joseph Thaliyath Jr,director,1,BJSU
joshi,Joshi,director,18,"BIJK, BDFB, BEGQ, ACMF, BIBK"
julius-vaz,Julius Vaz,director,1,BRYC
junaid,Junaid,director,1,BHXH
jyothendranath-vemuri,Jyothendranath Vemuri,director,1,ATYF
jyothi,Jyothi,director,1,AGKM
jyothi-krishna,Jyothi Krishna,director,1,BKXW
jyotish-chandra-sinha,Jyotish Chandra Sinha,director,1,DLA
jyotish-sinha,Jyotish Sinha,director,1,GCA
k-aditya,K. Aditya,director,3,"BHZV, ACKG, AFAT"
k-anand,K. Anand,director,2,"BHWX, CSHZ"
k-anand-chakravarthy,K. Anand Chakravarthy,director,1,CTFZ
k-anil-krishna,K. Anil Krishna,director,2,"AUHL, AWPX"
k-baburao,K. Baburao,director,7,"NJU, ODR, OQR, PXK, QOW"
k-balachandar,K. Balachandar,director,33,"MJD, NPU, OHS, BGLJ, RIA"
k-balachander,K. Balachander,director,4,"BJLF, SMD, ADDV, BQDV"
k-balaji,K. Balaji,director,1,ASBY
k-balu,K. Balu,director,1,BHNL
k-bapaiah,K. Bapaiah,director,25,"NVC, PUE, QPD, QUX, REL"
k-bhagyaraj,K. Bhagyaraj,director,21,"BFWX, BETA, BIHW, YVP, ADHV"
k-bharathi,K. Bharathi,director,1,BDFE
k-bhaskar-raja,K. Bhaskar Raja,director,1,AIIA
k-chakravarthy-reddy,K. Chakravarthy Reddy,director,1,CGGN
k-chandrasekhar,K. Chandrasekhar,director,1,AWHW
k-damodar-reddy,K. Damodar Reddy,director,1,BHJB
k-darshan,K. Darshan,director,1,BECT
k-daya,K. Daya,director,1,BGNX
k-dhasarath,K. Dhasarath,director,6,"ASKE, AUDW, AWDZ, AYZG, BAYD"
k-durga-nageswara-rao,K. Durga Nageswara Rao,director,7,"TRL, BKCC, VBQ, BIOG, VGT"
k-eshwar-rao,K. Eshwar Rao,director,1,QSA
k-ganesan,K. Ganesan,director,1,BIAV
k-gunasekhar,K. Gunasekhar,director,10,"AGYG, AJVS, APFE, APUO, ARGF"
k-hanumantha-reddy,K. Hanumantha Reddy,director,1,AUVO
k-hemambharadhara-rao,K. Hemambharadhara Rao,director,25,"KDC, LDW, LMX, LVV, MDW"
k-jayaprakash,K. Jayaprakash,director,1,BEKR
k-jayaraj,K. Jayaraj,director,2,"BDPD, BEKP"
k-kameshwara-rao,K. Kameshwara Rao,director,2,"MFH, ZMZ"
k-karnan,K. Karnan,director,1,BHYR
k-kishore,K. Kishore,director,1,ATZZ
k-kranthi-madhav,K. Kranthi Madhav,director,2,"BDPE, BFIO"
k-krishna-das,K. Krishna Das,director,1,BIQJ
k-krishna-murthy,K. Krishna Murthy,director,2,"BDPS, BFAK"
k-madesh,K. Madesh,director,1,BFPX
k-madhu,K. Madhu,director,6,"AEYI, BHGH, BFZA, BFZC, BEMJ"
k-mani,K. Mani,director,1,BEHG
k-manimurugan,K. Manimurugan,director,3,"BEZQ, BILM, BGBJ"
k-murali-krishna,K. Murali Krishna,director,1,BIFZ
k-murali-mohan-rao,K. Murali Mohan Rao,director,13,"YBU, YSF, AAOS, AASK, AAXZ"
k-narasimha,K. Narasimha,director,1,BJNH
k-narayana,K. Narayana,director,1,BOTW
k-narayanan,K. Narayanan,director,2,"VFP, YNR"
k-narendra-babu,K. Narendra Babu,director,1,BHHH
k-nataraj,K. Nataraj,director,3,"BJCO, BIEC, BIIA"
k-neelesh,K. Neelesh,director,1,BEGH
k-padmanaba-sastry,K. Padmanaba Sastry,director,1,BFGP
k-prabhakar-rao,K. Prabhakar Rao,director,2,"GHX, GPQ"
k-pradeep-kumar,K. Pradeep Kumar,director,1,CDZF
k-prasad,K. Prasad,director,1,BJHU
k-pratyagatma,K. Pratyagatma,director,21,"ALDS, ALFG, KWG, LFH, ALJJ"
k-raghava-reddy,K. Raghava Reddy,director,1,BFCA
k-raghavendra-rao,K. Raghavendra Rao,director,93,"QSE, RNH, RTZ, SAN, RZU"
k-rajan,K. Rajan,director,1,BHFC
k-rajavarman,K. Rajavarman,director,1,BJAC
k-rajendra-prasad,K. Rajendra Prasad,director,2,"BGQP, BDRP"
k-rajeshwar,K. Rajeshwar,director,4,"BJPX, BHKF, BJSL, BFXG"
k-ram-venki,K. Ram Venki,director,2,"BHVZ, BIOD"
k-ramakanth,K. Ramakanth,director,1,CXRP
k-ramana-rao,K. Ramana Rao,director,1,BEEL
k-ramanath,K. Ramanath,director,1,FVG
k-rangarajan,K. Rangarajan,director,6,"ZEQ, BEYP, BIWZ, BFJC, ADCG"
k-rangarao,K. Rangarao,director,7,"ACSP, ADJL, AODX, AGLZ, AIVC"
k-ravi-prakash,K. Ravi Prakash,director,1,BHZR
k-rushendar-reddy,K. Rushendar Reddy,director,2,"AGAH, AIHS"
k-sai-shyam,K. Sai Shyam,director,1,BJAV
k-satyam,K. Satyam,director,2,"QHJ, QKX"
k-satyam-editor,K. Satyam (Editor),director,1,BEBN
k-satyanarayana-satish,K. Satyanarayana (Satish),director,1,AUMF
k-selvabharathi,K. Selvabharathi,director,1,BJTV
k-selvaraghavan,K. Selvaraghavan,director,1,BOPF
k-shajahan,K. Shajahan,director,1,AVHU
k-shankar,K. Shankar,director,28,"ALAR, BDCC, BDQT, BINZ, BHXL"
k-siva-nageswara-rao,K. Siva Nageswara Rao,director,17,"AHZU, AIAU, AISU, AIUM, AJVR"
k-somu,K. Somu,director,4,"BGHJ, BKAE, BJCW, BGBV"
k-srikanth-ayyangar,K. Srikanth Ayyangar,director,1,BFXO
k-subhash,K. Subhash,director,10,"BJTM, BGUZ, AHLY, BJQN, BGXR"
k-subramanyam,K. Subramanyam,director,2,"BXV, BFAA"
k-suchitra-chandrabose,K. Suchitra Chandrabose,director,1,ATKY
k-sunil-varma,K. Sunil Varma,director,4,"AFOD, AGAA, AIAF, AIXS"
k-swarnam,K. Swarnam,director,1,BIDI
k-thangappan,K. Thangappan,director,1,BCFF
k-umakanth,K. Umakanth,director,1,BHDY
k-varadaraja,K. Varadaraja,director,1,AJXR
k-varaprasad-rao,K. Varaprasad Rao,director,4,"NSN, OBE, OWI, QFB"
k-vasu,K. Vasu,director,32,"QBG, THV, TTK, TYF, BGOY"
k-veeru,K. Veeru,director,11,"APIN, BDMF, ARAB, ARGE, BEQW"
k-vembu,K. Vembu,director,2,"BEUK, GWD"
k-venkatesh,K. Venkatesh,director,1,CANM
k-vijaya-bhaskar,K. Vijaya Bhaskar,director,11,"AOHG, AQYC, ARHG, ARUJ, ASGJ"
k-vijayan,K. Vijayan,director,6,"BJXO, BIRU, BFXW, VLC, BJSH"
k-vijayasarathy,K. Vijayasarathy,director,1,BHEN
k-vikram,K. Vikram,director,1,BJMT
k-vishwanath,K. Vishwanath,director,41,"LLJ, MQI, MYL, NED, NNG"
k-viswanath,K. Viswanath,director,1,CJSH
k-a-shanmugavel,K.A. Shanmugavel,director,1,BDKD
k-b-anand,K.B. Anand,director,1,AUCR
k-b-krishna,K.B. Krishna,director,1,CYUH
k-b-tilak,K.B. Tilak,director,11,"HEO, IAW, IJQ, IPO, KGK"
k-c-bokadia,K.C. Bokadia,director,1,BHUE
k-g-rajasekhar,K.G. Rajasekhar,director,1,AAYY
k-i-ranjith,K.I. Ranjith,director,1,BJBS
k-j-mahadevan,K.J. Mahadevan,director,2,"HII, BHYQ"
k-k-haridas,K.K. Haridas,director,1,BILY
k-k-raviraj,K.K. Raviraj,director,2,"BDTK, CRHL"
k-k-singh,K.K. Singh,director,1,BGAU
k-l-narasimha-rao,K.L. Narasimha Rao,director,1,BJEH
k-m-ratnam,K.M. Ratnam,director,1,BJXH
k-m-reddy,K.M. Reddy,director,1,BJDH
k-n-t-sastry,K.N.T. Sastry,director,2,"ASYC, AUNM"
k-p-raju,K.P. Raju,director,1,BDNM
k-r-kodanda-raman,K.R (Kodanda Raman),director,5,"BGGF, BEUL, BINW, BEVB, BFSR"
k-r-jewanir,K.R. Jewanir,director,1,BILB
k-r-seetarama-sastry,K.R. Seetarama Sastry,director,1,ICW
k-r-venkatesh,K.R. Venkatesh,director,2,"AFLK, BEEJ"
k-r-vishnu,K.R. Vishnu,director,1,BJJC
k-r-k,K.R.K,director,1,BJDW
k-r-k-pavan,K.R.K. Pavan,director,1,AYCZ
k-r-v-bhaktha,K.R.V. Bhaktha,director,1,BIZK
k-s,K.S,director,1,BEFN
k-s-adhiyamaan,K.S. Adhiyamaan,director,2,"AQPM, BGQV"
k-s-gopalakrishnan,K.S. Gopalakrishnan,director,17,"BJPZ, BGXQ, BEOH, BEVH, BJHP"
k-s-kumar,K.S. Kumar,director,1,AUWK
k-s-madhangan,K.S. Madhangan,director,1,BEOQ
k-s-murthy,K.S. Murthy,director,1,BDFC
k-s-nageswara-rao,K.S. Nageswara Rao,director,18,"AIZB, APSK, BJSS, BJXY, BGMQ"
k-s-prakash,K.S. Prakash,director,2,"AGFV, AGRW"
k-s-prakash-rao,K.S. Prakash Rao,director,28,"FYB, GDO, GWA, HCC, HLJ"
k-s-prasad,K.S. Prasad,director,2,"RCW, BEFU"
k-s-rajendra,K.S. Rajendra,director,1,AGQZ
k-s-rajkumar,K.S. Rajkumar,director,1,BFYP
k-s-ramachandra-rao,K.S. Ramachandra Rao,director,4,"GFZ, GWD, HAR, INJ"
k-s-rami-reddy,K.S. Rami Reddy,director,7,"PKT, QRL, QTF, SRN, WQR"
k-s-ravi,K.S. Ravi,director,1,AFMI
k-s-ravi-kumar,K.S. Ravi Kumar,director,20,"BJVY, BFMB, BHNW, BFPM, BJXV"
k-s-ravikumar,K.S. Ravikumar,director,7,"AQXN, AVRD, BALT, BWYM, CFBC"
k-s-ravindra-bobby,K.S. Ravindra (Bobby),director,2,"BHAG, BEKU"
k-s-reddy,K.S. Reddy,director,15,"PCC, PMM, PRQ, RBW, RPU"
k-s-satyanarayana,K.S. Satyanarayana,director,1,YFL
k-s-sethumadhavan,K.S. Sethumadhavan,director,4,"BFXF, BEOX, BJNT, AJVW"
k-s-k-chaitanya,K.S.K. Chaitanya,director,1,CBCA
k-s-r-das,K.S.R. Das,director,1,CJGP
k-s-r-doss,K.S.R. Doss,director,74,"MBF, NCJ, NIV, NOX, NQR"
k-s-ravi,K.S.Ravi,director,2,"BIHA, BGKU"
k-v-anand,K.V. Anand,director,6,"BFDM, BJDZ, BHUN, BHIQ, BIQN"
k-v-chandranath,K.V. Chandranath,director,1,BDSX
k-v-guhan,K.V. Guhan,director,1,CWFO
k-v-jayaram,K.V. Jayaram,director,2,"BIUK, BJRB"
k-v-nandana-rao,K.V. Nandana Rao,director,10,"MGZ, NCY, NWS, NYM, ORA"
k-v-phanindra,K.V. Phanindra,director,2,"XST, YVR"
k-v-raju,K.V. Raju,director,3,"BEUW, BFQI, BJJB"
k-v-ramana,K.V. Ramana,director,1,AXUG
k-v-suresh,K.V. Suresh,director,1,BENB
k-v-r-mahendra,K.V.R. Mahendra,director,1,CXQB
k-v-s-kutumba-rao,K.V.S. Kutumba Rao,director,6,"OAR, OOG, OQX, PED, PVL"
k-v-s-prasad-reddy,K.V.S. Prasad Reddy,director,1,ZBT
k-v-v-satyanarayana,K.V.V. Satyanarayana,director,1,BEZF
kaata-prasad,Kaata Prasad,director,1,BECR
kacharla-venkat,Kacharla Venkat,director,1,BROR
kadaka-thirumaavalavan,Kadaka Thirumaavalavan,director,1,BDUF
kadambari-kiran-kumar,Kadambari Kiran Kumar,director,1,APCA
kadaru-nagabhushanam,Kadaru Nagabhushanam,director,17,"DRH, EFH, AKUS, GPK, GWJ"
kadiri-venkata-reddi,Kadiri Venkata Reddi,director,15,"DMO, EYD, FLQ, GHE, HHR"
kadiyala-sivaramaiah,Kadiyala Sivaramaiah,director,1,BHTU
kaige-chen,Kaige Chen,director,1,BJWF
kajuki,Kajuki,director,1,BECM
kala-sandeep,Kala Sandeep,director,1,BGWF
kalaipuli-g-sekhar,Kalaipuli G. Sekhar,director,1,BEMO
kalaivanan-kannadasan,Kalaivanan Kannadasan,director,4,"BHZU, BDLF, BGDT, BJOQ"
kalangi-susmitha,Kalangi Susmitha,director,1,CWQB
kalapatapu-ramgopal,Kalapatapu Ramgopal,director,1,BJUM
kalees,Kalees,director,1,CYRS
kalimuthu,Kalimuthu,director,1,BEYF
kallakuri-sadasivarao,Kallakuri Sadasivarao,director,6,"BDW, BSR, CBO, CFG, COR"
kalol-sen,Kalol Sen,director,1,BFCO
kalpana-lazmi,Kalpana Lazmi,director,1,BHNM
kalpika,Kalpika,director,1,CGIK
kalyan-krishna,Kalyan Krishna,director,3,"BYDA, BGXX, BKTE"
kalyan-krishna-kurasala,Kalyan Krishna Kurasala,director,1,BLCA
kalyan-shankar,Kalyan Shankar,director,1,CBLB
kalyanji-gogana,Kalyanji Gogana,director,1,CGAA
kamal,Kamal,director,2,"BIKS, BEIC"
kamal-ghosh,Kamal Ghosh,director,3,"GYE, GZB, JEQ"
kamal-haasan,Kamal Haasan,director,4,"BHWF, BIEB, BDXK, CHTM"
kamalakara-kameshwara-rao,Kamalakara Kameshwara Rao,director,28,"AKXD, ICC, ILU, IWZ, JGT"
kamaleswar-mukherjee,Kamaleswar Mukherjee,director,1,BZDS
kanagala-ramesh-chowdary,Kanagala Ramesh Chowdary,director,1,CXFP
kanagu,Kanagu,director,1,BFIB
kanaka-shanmugam,Kanaka Shanmugam,director,1,BGBO
kanakamedala,Kanakamedala,director,1,BHDK
kanakasena,Kanakasena,director,1,AHMJ
kanaparthi-sai-nitin,Kanaparthi Sai Nitin,director,2,"BNKU, BNHL"
kancharla-poornachandar-rao,Kancharla Poornachandar Rao,director,1,AAHZ
kandi-ramachandra-reddy,Kandi Ramachandra Reddy,director,1,BIBY
kanmani,Kanmani,director,6,"BDUX, AUJE, BDOQ, AYME, BESJ"
